"X","date","time","Province","District","items_sold_label","Food.Item...English","source_channel","source_location","market_transport","items_sold"
721,"2023-04-20","12:25:25","Eastern","Kirehe","dodo","Amaranth Leaves","farm_group","Kirehe","walk","dodo"
722,"2023-04-20","12:29:15","Eastern","Kirehe","amashaza","Green Peas","wholesaler","Kirehe","moto,walk","amashaza"
723,"2023-04-20","12:29:15","Eastern","Kirehe","karoti","Carrot","wholesaler","Nyarungenge","bicycle,walk","karoti"
724,"2023-04-20","12:29:15","Eastern","Kirehe","inyanya","Tomato","wholesaler","Kirehe","moto,walk","inyanya"
725,"2023-04-20","12:31:12","Northern","Musanze","beterave","Beetroot","wholesaler","Musanze","walk","beterave"
726,"2023-04-20","12:31:12","Northern","Musanze","ibitunguru","Onion","wholesaler","Musanze","walk","ibitunguru"
729,"2023-04-20","12:33:55","Eastern","Kirehe","urusenda","Chilli","own_farm","Kirehe","walk","urusenda"
731,"2023-04-20","12:33:59","Northern","Rulindo","inyanya","Tomato","wholesaler","Rulindo","walk","inyanya"
732,"2023-04-20","12:33:59","Northern","Rulindo","biringanya","Aubergine","wholesaler","Rulindo","walk","biringanya"
733,"2023-04-20","12:33:59","Northern","Rulindo","karoti","Carrot","wholesaler","Rulindo","walk","karoti"
734,"2023-04-20","12:40:11","Eastern","Kirehe","inyanya","Tomato","wholesaler","Kirehe","bus,moto","inyanya"
735,"2023-04-20","12:44:33","Eastern","Bugesera","ipapayi","Papaya","wholesaler","Bugesera","walk","ipapayi"
738,"2023-04-20","12:44:39","Eastern","Kirehe","biringanya","Aubergine","neighbour_farm","Kirehe","moto","biringanya"
739,"2023-04-20","12:49:06","Northern","Rulindo","amashu","Cabbage","bulk_market","Rulindo","walk","amashu"
740,"2023-04-20","12:50:10","Eastern","Kirehe","amashaza","Green Peas","farm_group","Kirehe","bus","amashaza"
741,"2023-04-20","12:53:11","Southern","Nyaruguru","ibigori","Maize","bulk_market","Huye,nyarungenge","walk","ibigori"
742,"2023-04-20","12:53:11","Southern","Nyaruguru","umuceri","Rice","cooperative","Huye","moto","umuceri"
743,"2023-04-20","12:53:11","Southern","Nyaruguru","ingano","Barley","wholesaler","Huye","moto","ingano"
744,"2023-04-20","12:54:26","Eastern","Kirehe","beterave","Beetroot","neighbour_farm","Kirehe","moto,walk","beterave"
745,"2023-04-20","12:57:10","Southern","Nyaruguru","karoti","Carrot","bulk_market","Huye","walk","karoti"
746,"2023-04-20","12:57:10","Southern","Nyaruguru","dodo","Amaranth Leaves","bulk_market","Huye","walk","dodo"
747,"2023-04-20","12:57:10","Southern","Nyaruguru","inyanya","Tomato","bulk_market","Huye","walk","inyanya"
748,"2023-04-20","12:58:06","Northern","Rulindo","amashu","Cabbage","bulk_market","Rulindo","walk","amashu"
749,"2023-04-20","13:00:00","Eastern","Kirehe","ibitunguru","Onion","wholesaler","Kirehe","moto,walk","ibitunguru"
750,"2023-04-20","13:02:05","Northern","Musanze","urusenda","Chilli","farm_group","Musanze","moto","urusenda"
751,"2023-04-20","13:02:05","Northern","Musanze","ibihazabitobyumuhondo","Pumpkin","farm_group","Musanze","moto","ibihazabitobyumuhondo"
753,"2023-04-20","13:03:32","Northern","Rulindo","amashu","Cabbage","bulk_market","Rulindo","walk","amashu"
754,"2023-04-20","13:03:53","Eastern","Kirehe","ibirayi","Potato","wholesaler","Kirehe","walk","ibirayi"
755,"2023-04-20","13:07:45","Eastern","Kirehe","ibinyomoro","Tree Tomato","wholesaler","Kirehe","car,moto,walk","ibinyomoro"
756,"2023-04-20","13:07:45","Eastern","Kirehe","amatunda","Passionfruit","wholesaler","Kirehe","car,moto,walk","amatunda"
757,"2023-04-20","13:07:47","Southern","Nyaruguru","amagi","Eggs","wholesaler","Huye","walk","amagi"
758,"2023-04-20","13:07:47","Southern","Nyaruguru","amatay`inka","milk","wholesaler","Nyaruguru","walk","amatay`inka"
759,"2023-04-20","13:07:47","Southern","Nyaruguru","ingano","Barley","wholesaler","Huye","walk","ingano"
760,"2023-04-20","13:08:08","Southern","Nyaruguru","urusenda","Chilli","bulk_market","Huye","walk","urusenda"
761,"2023-04-20","13:08:08","Southern","Nyaruguru","ibitoki(by`imineke","Banana Beer","bulk_market","Huye","walk","ibitoki(by`imineke"
762,"2023-04-20","13:08:08","Southern","Nyaruguru","voka","Avocado","bulk_market","Huye","walk","voka"
763,"2023-04-20","13:11:51","Eastern","Bugesera","ipapayi","Papaya","wholesaler","Bugesera","walk","ipapayi"
766,"2023-04-20","13:12:56","Northern","Rulindo","ibishyimbo","Field Beans","wholesaler","Rulindo","walk","ibishyimbo"
767,"2023-04-20","13:17:15","Southern","Nyaruguru","ibijumbaby`umweru","Sweet Potatoes White","neighbour_farm","Nyaruguru","moto","ibijumbaby`umweru"
768,"2023-04-20","13:17:15","Southern","Nyaruguru","amapera","Guava","bulk_market","Huye","moto","amapera"
769,"2023-04-20","13:21:41","Southern","Nyaruguru","dodo","Amaranth Leaves","wholesaler","Nyaruguru","walk","dodo"
770,"2023-04-20","13:21:41","Southern","Nyaruguru","amapera","Guava","wholesaler","Nyaruguru","walk","amapera"
771,"2023-04-20","13:21:41","Southern","Nyaruguru","ibitoki(by`imineke","Banana Beer","wholesaler","Nyaruguru","walk","ibitoki(by`imineke"
772,"2023-04-20","13:27:01","Southern","Nyaruguru","urusenda","Chilli","bulk_market","Huye","walk","urusenda"
773,"2023-04-20","13:27:01","Southern","Nyaruguru","biringanya","Aubergine","bulk_market","Huye","walk","biringanya"
774,"2023-04-20","13:27:01","Southern","Nyaruguru","inyanya","Tomato","bulk_market","Huye","walk","inyanya"
775,"2023-04-20","13:28:47","Eastern","Kirehe","ibinyomoro","Tree Tomato","wholesaler","Kirehe","bicycle,moto,walk","ibinyomoro"
776,"2023-04-20","13:28:47","Eastern","Kirehe","amatunda","Passionfruit","wholesaler","Kirehe","bicycle,moto,walk","amatunda"
777,"2023-04-20","13:30:12","Southern","Nyaruguru","urusenda","Chilli","bulk_market","Huye","walk","urusenda"
778,"2023-04-20","13:30:12","Southern","Nyaruguru","ibitunguru","Onion","bulk_market","Huye","walk","ibitunguru"
779,"2023-04-20","13:30:12","Southern","Nyaruguru","ibirayi","Potato","bulk_market","Huye","walk","ibirayi"
780,"2023-04-20","13:34:45","Eastern","Kirehe","ibirayi","Potato","wholesaler","Kirehe","moto","ibirayi"
781,"2023-04-20","13:37:01","Southern","Nyaruguru","karoti","Carrot","bulk_market","Huye","walk","karoti"
782,"2023-04-20","13:37:01","Southern","Nyaruguru","biringanya","Aubergine","bulk_market","Huye","walk","biringanya"
783,"2023-04-20","13:37:01","Southern","Nyaruguru","dodo","Amaranth Leaves","bulk_market","Huye,nyaruguru","walk","dodo"
784,"2023-04-20","13:39:24","Eastern","Kirehe","ibirayi","Potato","wholesaler","Kirehe","moto","ibirayi"
785,"2023-04-20","13:40:18","Eastern","Kirehe","ibinyomoro","Tree Tomato","wholesaler","Kirehe","bicycle,moto,walk","ibinyomoro"
786,"2023-04-20","13:40:18","Eastern","Kirehe","amatunda","Passionfruit","wholesaler","Kirehe","bicycle,moto,walk","amatunda"
787,"2023-04-20","13:40:33","Southern","Nyaruguru","ibitunguru","Onion","bulk_market","Huye","walk","ibitunguru"
788,"2023-04-20","13:40:33","Southern","Nyaruguru","ibirayi","Potato","bulk_market","Nyaruguru","walk","ibirayi"
789,"2023-04-20","13:40:33","Southern","Nyaruguru","amashu","Cabbage","bulk_market","Nyaruguru","walk","amashu"
790,"2023-04-20","13:43:24","Eastern","Kirehe","ibitoki(byoguteka)","Banana Cooking","wholesaler","Kirehe","walk","ibitoki(byoguteka)"
791,"2023-04-20","13:44:59","Eastern","Bugesera","voka","Avocado","wholesaler","Bugesera","bicycle,walk","voka"
792,"2023-04-20","13:46:06","Southern","Nyaruguru","inyanya","Tomato","bulk_market","Huye","walk","inyanya"
793,"2023-04-20","13:46:06","Southern","Nyaruguru","imiteja","Faba Beans","bulk_market","Huye","walk","imiteja"
794,"2023-04-20","13:48:56","Southern","Nyaruguru","voka","Avocado","neighbour_farm","Nyaruguru","walk","voka"
795,"2023-04-20","13:48:58","Eastern","Kirehe","ibitoki(byoguteka)","Banana Cooking","wholesaler","Kirehe","moto","ibitoki(byoguteka)"
796,"2023-04-20","13:50:30","Northern","Rulindo","ibishyimbo","Field Beans","bulk_market","Rulindo","walk","ibishyimbo"
797,"2023-04-20","13:51:06","Southern","Nyaruguru","ibitoki(by`imineke","Banana Beer","bulk_market","Nyaruguru","bus","ibitoki(by`imineke"
798,"2023-04-20","13:53:07","Eastern","Kirehe","ibitoki(byoguteka)","Banana Cooking","wholesaler","Kirehe","bicycle","ibitoki(byoguteka)"
799,"2023-04-20","13:56:53","Southern","Nyaruguru","ibinyomoro","Tree Tomato","bulk_market","Huye","walk","ibinyomoro"
800,"2023-04-20","14:00:02","Eastern","Kirehe","amateke","Taro","neighbour_farm","Kirehe","moto","amateke"
801,"2023-04-20","14:00:53","Eastern","Bugesera","voka","Avocado","wholesaler","Bugesera","walk","voka"
802,"2023-04-20","14:04:52","Northern","Musanze","ibinyomoro","Tree Tomato","wholesaler","Musanze","bicycle,walk","ibinyomoro"
803,"2023-04-20","14:04:52","Northern","Musanze","inanasi","Pineapple","wholesaler","Musanze","bicycle,walk","inanasi"
804,"2023-04-20","14:04:52","Northern","Musanze","ipapayi","Papaya","wholesaler","Musanze","bicycle,walk","ipapayi"
805,"2023-04-20","14:05:02","Eastern","Kirehe","inanasi","Pineapple","bulk_market","Kirehe","bicycle,moto,walk","inanasi"
806,"2023-04-20","14:05:05","Eastern","Kirehe","amateke","Taro","neighbour_farm","Kirehe","bicycle,moto,walk","amateke"
807,"2023-04-20","14:08:50","Eastern","Bugesera","voka","Avocado","bulk_market","Ngoma","car","voka"
808,"2023-04-20","14:10:13","Eastern","Kirehe","amateke","Taro","farm_group","Kirehe","moto","amateke"
809,"2023-04-20","14:12:19","Eastern","Kirehe","inanasi","Pineapple","wholesaler","Kirehe","bicycle,moto,walk","inanasi"
810,"2023-04-20","14:17:19","Eastern","Kirehe","ibijumbaby`umuhondo","Sweet Potatoes Orange","own_farm","Kirehe","walk","ibijumbaby`umuhondo"
811,"2023-04-20","14:19:56","Eastern","Bugesera","inanasi","Pineapple","wholesaler","Bugesera","bicycle,car","inanasi"
812,"2023-04-20","14:21:16","Eastern","Kirehe","ibijumbaby`umuhondo","Sweet Potatoes Orange","farm_group","Kirehe","moto","ibijumbaby`umuhondo"
813,"2023-04-20","14:25:00","Eastern","Kirehe","inanasi","Pineapple","wholesaler","Kirehe","walk","inanasi"
814,"2023-04-20","14:26:00","Eastern","Kirehe","ibijumbaby`umuhondo","Sweet Potatoes Orange","farm_group","Kirehe","walk","ibijumbaby`umuhondo"
815,"2023-04-20","14:28:05","Eastern","Bugesera","inanasi","Pineapple","wholesaler","Bugesera","bus","inanasi"
816,"2023-04-20","14:28:23","Northern","Musanze","voka","Avocado","neighbour_farm","Musanze","bicycle,walk","voka"
817,"2023-04-20","14:44:50","Eastern","Bugesera","inanasi","Pineapple","wholesaler","Bugesera","bus","inanasi"
818,"2023-04-20","14:45:50","Northern","Musanze","amashaza","Green Peas","wholesaler","Musanze","walk","amashaza"
819,"2023-04-20","15:11:04","Eastern","Bugesera","ibitunguru","Onion","bulk_market","Nyarungenge","bicycle","ibitunguru"
820,"2023-04-20","15:11:04","Eastern","Bugesera","karoti","Carrot","bulk_market","Nyarungenge","bicycle","karoti"
821,"2023-04-20","15:11:04","Eastern","Bugesera","biringanya","Aubergine","wholesaler","Bugesera","bicycle","biringanya"
822,"2023-04-20","15:23:18","Northern","Rulindo","ibirayi","Potato","bulk_market","Rulindo","walk","ibirayi"
823,"2023-04-20","15:23:18","Northern","Rulindo","karoti","Carrot","bulk_market","Rulindo","walk","karoti"
824,"2023-04-20","15:27:33","Eastern","Kirehe","ibigori","Maize","own_farm","Kirehe","walk","ibigori"
825,"2023-04-20","15:28:02","Eastern","Bugesera","ibitunguru","Onion","bulk_market","Nyarungenge","bus","ibitunguru"
826,"2023-04-20","15:28:02","Eastern","Bugesera","karoti","Carrot","bulk_market","Nyarungenge","bus","karoti"
827,"2023-04-20","15:28:02","Eastern","Bugesera","biringanya","Aubergine","wholesaler","Bugesera","bus","biringanya"
828,"2023-04-20","15:30:18","Northern","Musanze","ibijumbaby`umweru","Sweet Potatoes White","wholesaler","Gakenke,ruhango","bicycle,car,moto,walk","ibijumbaby`umweru"
829,"2023-04-20","15:31:41","Northern","Rulindo","ibirayi","Potato","bulk_market","Rulindo","walk","ibirayi"
830,"2023-04-20","15:31:41","Northern","Rulindo","ibitoki(byoguteka)","Banana Cooking","bulk_market","Rulindo","walk","ibitoki(byoguteka)"
831,"2023-04-20","15:35:13","Northern","Musanze","ibihazabitobyumuhondo","Pumpkin","wholesaler","Nyarungenge","moto,walk","ibihazabitobyumuhondo"
834,"2023-04-20","15:39:26","Northern","Rulindo","amapera","Guava","own_farm","Rulindo","walk","amapera"
835,"2023-04-20","15:40:29","Northern","Musanze","ibijumbaby`umweru","Sweet Potatoes White","farm_group","Gakenke","walk","ibijumbaby`umweru"
836,"2023-04-20","15:42:01","Eastern","Bugesera","ibitunguru","Onion","bulk_market","Nyarungenge","moto,walk","ibitunguru"
837,"2023-04-20","15:42:01","Eastern","Bugesera","biringanya","Aubergine","wholesaler","Bugesera","moto,walk","biringanya"
838,"2023-04-20","15:42:01","Eastern","Bugesera","karoti","Carrot","bulk_market","Nyarungenge","moto,walk","karoti"
839,"2023-04-20","15:47:49","Northern","Musanze","ibijumbaby`umuhondo","Sweet Potatoes Orange","farm_group","Musanze","walk","ibijumbaby`umuhondo"
840,"2023-04-20","15:47:49","Northern","Musanze","ibijumbaby`umweru","Sweet Potatoes White","farm_group","Musanze,ruhango","walk","ibijumbaby`umweru"
841,"2023-04-20","15:48:59","Northern","Rulindo","umuceri","Rice","bulk_market","Rulindo","bicycle,car","umuceri"
842,"2023-04-20","15:48:59","Northern","Rulindo","ibigori","Maize","bulk_market","Rulindo","bicycle,car,walk","ibigori"
843,"2023-04-20","15:48:59","Northern","Rulindo","ibishyimbo","Field Beans","neighbour_farm","Rulindo","bicycle,car,walk","ibishyimbo"
844,"2023-04-20","15:53:48","Northern","Musanze","ibitoki(byoguteka)","Banana Cooking","cooperative","Musanze","bicycle,moto","ibitoki(byoguteka)"
845,"2023-04-20","15:54:00","Northern","Musanze","voka","Avocado","wholesaler","Musanze","bicycle,moto,walk","voka"
846,"2023-04-20","15:59:41","Eastern","Bugesera","inyanya","Tomato","wholesaler","Bugesera","walk","inyanya"
847,"2023-04-20","15:59:41","Eastern","Bugesera","imiteja","Faba Beans","farm_group","Bugesera","walk","imiteja"
848,"2023-04-20","15:59:41","Eastern","Bugesera","beterave","Beetroot","farm_group","Bugesera","walk","beterave"
849,"2023-04-20","16:08:33","Northern","Musanze","ibitoki(byoguteka)","Banana Cooking","farm_group","Musanze","bicycle,walk","ibitoki(byoguteka)"
850,"2023-04-20","16:09:44","Northern","Musanze","imyumbati","Cassava Root","wholesaler","Musanze","walk","imyumbati"
851,"2023-04-20","16:09:44","Northern","Musanze","amateke","Taro","wholesaler","Other","walk","amateke"
852,"2023-04-20","16:09:44","Northern","Musanze","ibihazaimyungu","Pumpkin","wholesaler","Musanze","walk","ibihazaimyungu"
853,"2023-04-20","16:14:28","Northern","Musanze","ibitoki(byoguteka)","Banana Cooking","farm_group","Musanze","bicycle,walk","ibitoki(byoguteka)"
854,"2023-04-20","16:21:42","Eastern","Bugesera","inyanya","Tomato","wholesaler","Bugesera","bicycle","inyanya"
855,"2023-04-20","16:21:42","Eastern","Bugesera","imiteja","Faba Beans","farm_group","Bugesera","bicycle","imiteja"
856,"2023-04-20","16:21:42","Eastern","Bugesera","beterave","Beetroot","farm_group","Bugesera","bicycle","beterave"
857,"2023-04-20","16:25:03","Northern","Musanze","ibigori","Maize","farm_group","Musanze","car","ibigori"
859,"2023-04-20","16:34:51","Eastern","Bugesera","inyanya","Tomato","wholesaler","Bugesera","bicycle","inyanya"
860,"2023-04-20","16:34:51","Eastern","Bugesera","imiteja","Faba Beans","farm_group","Bugesera","bicycle","imiteja"
861,"2023-04-20","16:34:51","Eastern","Bugesera","beterave","Beetroot","farm_group","Bugesera","bicycle","beterave"
862,"2023-04-20","16:36:25","Northern","Musanze","ibigori","Maize","farm_group","Gakenke,musanze,nyabihu","bicycle,moto,walk","ibigori"
863,"2023-04-20","16:43:30","Northern","Musanze","ibigori","Maize","cooperative","Musanze","bicycle,walk","ibigori"
864,"2023-04-20","16:45:06","Southern","Nyaruguru","ibijumbaby`umweru","Sweet Potatoes White","neighbour_farm","Nyaruguru","walk","ibijumbaby`umweru"
865,"2023-04-20","16:49:26","Southern","Nyaruguru","voka","Avocado","neighbour_farm","Nyaruguru,ruhango","walk","voka"
866,"2023-04-20","16:50:04","Southern","Nyaruguru","ibirayi","Potato","bulk_market","Nyaruguru","walk","ibirayi"
867,"2023-04-20","16:50:04","Southern","Nyaruguru","amashu","Cabbage","bulk_market","Nyaruguru","walk","amashu"
868,"2023-04-20","16:50:04","Southern","Nyaruguru","ibitoki(byoguteka)","Banana Cooking","neighbour_farm","Nyaruguru","walk","ibitoki(byoguteka)"
869,"2023-04-20","16:50:09","Northern","Musanze","isombe","Cassava Leaves","farm_group","Musanze","bicycle,walk","isombe"
870,"2023-04-20","16:54:24","Southern","Nyaruguru","ibitoki(by`imineke","Banana Beer","neighbour_farm","Nyaruguru","walk","ibitoki(by`imineke"
871,"2023-04-20","16:57:25","Northern","Musanze","ubunyobwa","Ground Nuts","wholesaler","Other","moto,walk","ubunyobwa"
872,"2023-04-20","16:57:25","Northern","Musanze","amafi","Fish","cooperative","Nyarungenge","moto,walk","amafi"
873,"2023-04-20","16:58:33","Southern","Nyaruguru","amapera","Guava","own_farm","Nyaruguru,ruhango","walk","amapera"
874,"2023-04-20","17:00:18","Northern","Musanze","isombe","Cassava Leaves","farm_group","Musanze","bicycle,car,moto,walk","isombe"
875,"2023-04-20","17:02:19","Southern","Nyaruguru","amateke","Taro","bulk_market","Nyaruguru","walk","amateke"
876,"2023-04-20","17:02:19","Southern","Nyaruguru","ibirayi","Potato","bulk_market","Nyaruguru","walk","ibirayi"
877,"2023-04-20","17:02:19","Southern","Nyaruguru","imyumbati","Cassava Root","bulk_market","Nyaruguru","walk","imyumbati"
879,"2023-04-20","17:04:53","Southern","Nyaruguru","amashu","Cabbage","bulk_market","Nyaruguru","walk","amashu"
880,"2023-04-20","17:04:53","Southern","Nyaruguru","ibijumbaby`umuhondo","Sweet Potatoes Orange","neighbour_farm","Nyaruguru","walk","ibijumbaby`umuhondo"
881,"2023-04-20","17:04:53","Southern","Nyaruguru","ibirayi","Potato","bulk_market","Huye,nyaruguru","walk","ibirayi"
882,"2023-04-20","17:07:30","Northern","Musanze","isombe","Cassava Leaves","farm_group","Musanze","bicycle,car,moto,walk","isombe"
883,"2023-04-20","17:11:34","Southern","Nyaruguru","amashu","Cabbage","bulk_market","Nyaruguru,ruhango","walk","amashu"
884,"2023-04-20","17:11:34","Southern","Nyaruguru","dodo","Amaranth Leaves","bulk_market","Nyaruguru","walk","dodo"
885,"2023-04-20","17:13:10","Southern","Nyaruguru","imiteja","Faba Beans","bulk_market","Huye","walk","imiteja"
886,"2023-04-20","17:13:10","Southern","Nyaruguru","ibitoki(byoguteka)","Banana Cooking","bulk_market","Huye","walk","ibitoki(byoguteka)"
887,"2023-04-20","17:13:10","Southern","Nyaruguru","ibirayi","Potato","bulk_market","Huye","walk","ibirayi"
889,"2023-04-20","17:23:12","Southern","Nyaruguru","amateke","Taro","bulk_market","Nyaruguru","walk","amateke"
890,"2023-04-20","17:23:16","Southern","Nyaruguru","dodo","Amaranth Leaves","own_farm","Nyaruguru","walk","dodo"
891,"2023-04-20","17:26:35","Southern","Nyaruguru","ibijumbaby`umuhondo","Sweet Potatoes Orange","bulk_market","Huye","walk","ibijumbaby`umuhondo"
892,"2023-04-20","17:26:35","Southern","Nyaruguru","ibitoki(by`imineke","Banana Beer","bulk_market","Huye","walk","ibitoki(by`imineke"
